feat_0, 25
feat_1001, 25
feat_1002, 25
feat_1009, 25
feat_1013, 25
feat_1016, 25
feat_102, 25
feat_1026, 25
feat_103, 1
feat_1030, 25
feat_1031, 25
feat_1034, 25
feat_1035, 25
feat_1039, 25
feat_1048, 4
feat_1052, 25
feat_1056, 1
feat_1059, 25
feat_1067, 25
feat_107, 25
feat_1076, 25
feat_1079, 25
feat_1080, 25
feat_1083, 25
feat_1085, 25
feat_1088, 25
feat_1093, 25
feat_1094, 25
feat_1097, 25
feat_1098, 25
feat_1099, 1
feat_1100, 25
feat_1102, 25
feat_1104, 25
feat_1105, 25
feat_1108, 25
feat_1112, 1
feat_1114, 25
feat_1125, 25
feat_1127, 25
feat_1132, 25
feat_1141, 25
feat_1148, 25
feat_1151, 25
feat_1152, 25
feat_1155, 25
feat_1156, 8
feat_1157, 25
feat_1159, 25
feat_1161, 1
feat_1171, 25
feat_1173, 25
feat_1179, 25
feat_1184, 25
feat_1186, 25
feat_1188, 3
feat_1190, 25
feat_1194, 25
feat_1202, 25
feat_1203, 25
feat_1206, 1
feat_1210, 25
feat_1220, 25
feat_1222, 25
feat_1223, 25
feat_1227, 25
feat_1230, 25
feat_1231, 25
feat_1243, 25
feat_1248, 2
feat_1256, 25
feat_1258, 25
feat_126, 1
feat_1261, 25
feat_1262, 25
feat_1265, 25
feat_1268, 25
feat_1272, 25
feat_1275, 25
feat_129, 25
feat_1293, 1
feat_1294, 25
feat_1296, 25
feat_1297, 25
feat_1300, 25
feat_1302, 4
feat_1306, 25
feat_1307, 6
feat_1312, 25
feat_1313, 25
feat_1317, 25
feat_1321, 25
feat_1331, 25
feat_1346, 25
feat_1349, 5
feat_135, 25
feat_1356, 25
feat_1359, 1
feat_1371, 25
feat_1387, 25
feat_139, 1
feat_1392, 4
feat_1394, 25
feat_1398, 25
feat_1404, 4
feat_1405, 25
feat_1409, 12
feat_1411, 25
feat_1413, 25
feat_1420, 24
feat_1422, 1
feat_1427, 25
feat_1429, 25
feat_1434, 5
feat_1439, 25
feat_1443, 25
feat_1448, 25
feat_1453, 25
feat_1457, 1
feat_146, 25
feat_1468, 25
feat_1470, 25
feat_1475, 25
feat_1480, 25
feat_1496, 25
feat_1497, 25
feat_1503, 25
feat_1507, 1
feat_1510, 25
feat_1512, 25
feat_1513, 25
feat_1514, 25
feat_1519, 25
feat_152, 25
feat_1530, 25
feat_1533, 1
feat_1535, 3
feat_1540, 25
feat_1545, 1
feat_1553, 25
feat_1558, 25
feat_1562, 7
feat_1573, 25
feat_158, 1
feat_1581, 25
feat_1585, 25
feat_1596, 25
feat_1597, 3
feat_1598, 1
feat_1602, 25
feat_1608, 25
feat_1611, 25
feat_1615, 25
feat_1618, 25
feat_1622, 2
feat_1623, 8
feat_1628, 25
feat_1631, 25
feat_1633, 25
feat_1636, 25
feat_1637, 25
feat_1643, 25
feat_1644, 25
feat_1651, 25
feat_1662, 25
feat_1663, 25
feat_1664, 25
feat_1665, 25
feat_1666, 25
feat_1667, 25
feat_1684, 25
feat_1687, 11
feat_169, 2
feat_1694, 6
feat_1695, 1
feat_1698, 1
feat_170, 1
feat_1700, 25
feat_1713, 25
feat_1719, 1
feat_1727, 25
feat_1728, 25
feat_1736, 25
feat_1738, 25
feat_1747, 1
feat_1748, 25
feat_1749, 25
feat_1751, 25
feat_1753, 25
feat_1757, 25
feat_1761, 25
feat_1763, 25
feat_1769, 25
feat_1770, 25
feat_1780, 3
feat_1783, 25
feat_1784, 1
feat_1796, 25
feat_1797, 25
feat_1801, 25
feat_1806, 25
feat_1807, 25
feat_1809, 1
feat_1812, 4
feat_1813, 3
feat_1815, 25
feat_1818, 25
feat_1820, 25
feat_1824, 2
feat_1830, 25
feat_1832, 25
feat_1835, 25
feat_1836, 25
feat_1838, 25
feat_1840, 25
feat_1850, 25
feat_1852, 25
feat_1858, 25
feat_1865, 25
feat_1873, 25
feat_1876, 1
feat_1881, 25
feat_1884, 25
feat_1887, 1
feat_1889, 25
feat_1895, 25
feat_1896, 25
feat_190, 25
feat_1902, 25
feat_1903, 3
feat_1909, 25
feat_1917, 1
feat_1920, 2
feat_1922, 25
feat_1926, 4
feat_193, 1
feat_1930, 25
feat_1938, 1
feat_1944, 3
feat_1949, 2
feat_1955, 1
feat_196, 25
feat_1960, 25
feat_1962, 25
feat_1969, 25
feat_197, 25
feat_1973, 25
feat_1976, 25
feat_1985, 25
feat_1998, 15
feat_1999, 1
feat_2002, 25
feat_2005, 25
feat_2016, 25
feat_2023, 2
feat_2027, 25
feat_2030, 25
feat_2036, 25
feat_2040, 6
feat_205, 1
feat_21, 1
feat_213, 25
feat_215, 1
feat_22, 25
feat_221, 25
feat_223, 19
feat_224, 25
feat_226, 25
feat_24, 25
feat_240, 11
feat_244, 25
feat_246, 25
feat_251, 25
feat_26, 25
feat_270, 25
feat_276, 25
feat_277, 3
feat_278, 25
feat_301, 25
feat_302, 25
feat_309, 25
feat_313, 25
feat_315, 25
feat_316, 17
feat_318, 25
feat_319, 25
feat_322, 25
feat_327, 25
feat_335, 25
feat_336, 25
feat_348, 14
feat_350, 25
feat_351, 25
feat_352, 1
feat_356, 25
feat_36, 25
feat_366, 25
feat_367, 4
feat_368, 1
feat_372, 25
feat_375, 2
feat_377, 25
feat_378, 17
feat_379, 25
feat_381, 2
feat_382, 25
feat_383, 25
feat_385, 25
feat_39, 25
feat_394, 25
feat_398, 25
feat_400, 1
feat_404, 25
feat_406, 25
feat_407, 25
feat_408, 25
feat_411, 25
feat_412, 25
feat_413, 24
feat_414, 25
feat_416, 25
feat_42, 25
feat_425, 25
feat_428, 25
feat_43, 1
feat_430, 3
feat_439, 1
feat_44, 25
feat_450, 1
feat_454, 25
feat_46, 4
feat_462, 25
feat_463, 3
feat_466, 25
feat_467, 25
feat_47, 1
feat_476, 25
feat_477, 25
feat_485, 25
feat_486, 2
feat_494, 25
feat_496, 2
feat_504, 25
feat_506, 25
feat_517, 25
feat_519, 2
feat_523, 25
feat_527, 25
feat_532, 25
feat_536, 25
feat_541, 25
feat_543, 25
feat_548, 25
feat_551, 25
feat_553, 25
feat_56, 25
feat_561, 6
feat_563, 1
feat_571, 5
feat_584, 1
feat_592, 25
feat_595, 25
feat_597, 17
feat_6, 1
feat_611, 3
feat_619, 25
feat_623, 3
feat_624, 25
feat_625, 13
feat_63, 25
feat_630, 25
feat_631, 25
feat_633, 1
feat_638, 25
feat_641, 1
feat_643, 25
feat_647, 4
feat_661, 25
feat_663, 25
feat_667, 25
feat_676, 25
feat_679, 25
feat_680, 25
feat_682, 25
feat_684, 1
feat_689, 25
feat_695, 1
feat_699, 25
feat_7, 25
feat_701, 1
feat_702, 25
feat_709, 1
feat_71, 1
feat_710, 25
feat_716, 25
feat_719, 1
feat_721, 25
feat_726, 25
feat_727, 4
feat_73, 25
feat_731, 25
feat_734, 3
feat_737, 3
feat_748, 25
feat_75, 25
feat_753, 25
feat_754, 25
feat_759, 25
feat_761, 25
feat_767, 2
feat_768, 25
feat_774, 14
feat_775, 25
feat_777, 1
feat_784, 25
feat_792, 25
feat_796, 25
feat_799, 25
feat_803, 1
feat_806, 25
feat_81, 25
feat_811, 1
feat_820, 25
feat_823, 1
feat_824, 25
feat_825, 25
feat_833, 25
feat_835, 25
feat_836, 1
feat_837, 4
feat_839, 25
feat_84, 3
feat_854, 1
feat_855, 25
feat_857, 4
feat_858, 1
feat_863, 25
feat_874, 25
feat_875, 25
feat_876, 1
feat_883, 25
feat_884, 25
feat_892, 25
feat_896, 1
feat_899, 25
feat_906, 25
feat_907, 25
feat_914, 25
feat_917, 25
feat_92, 1
feat_927, 25
feat_928, 25
feat_932, 1
feat_941, 1
feat_943, 25
feat_949, 25
feat_95, 1
feat_954, 2
feat_956, 2
feat_962, 25
feat_967, 1
feat_968, 25
feat_976, 25
feat_980, 25
feat_998, 25
feat_999, 16
